"order_id";"shipping_days";"delivery_status";"late_delivery_risk";"customer_segment";"market";"order_city";"order_country";"order_date";"quantity";"Sales";"profit";"order_region";"shipping_date";"shipping_mode";"delivery_days";"delay_status"
1828;4;"Late delivery";1;"Consumer";"LATAM";"Presidente Dutra";"Brasil";"2025-06-17 00:00:00";1;129.9900055;"38.22000122";"South America";"2025-06-21 00:00:00";"Second Class";4;"Delayed"
1829;6;"Late delivery";1;"Corporate";"Pacific Asia";"Daca";"Bangladés";"2024-03-16 00:00:00";2;119.9800034;"-23.76000023";"South Asia";"2024-03-22 00:00:00";"Second Class";6;"Delayed"
1830;2;"Advance shipping";0;"Corporate";"Europe";"Carrara";"Italia";"2023-10-02 00:00:00";1;129.9900055;"45.86000061";"Southern Europe";"2023-10-04 00:00:00";"Standard Class";2;"On Time"
1831;3;"Advance shipping";0;"Corporate";"LATAM";"Bogotá";"Colombia";"2025-03-06 00:00:00";2;79.98000336;"21.82999992";"South America";"2025-03-09 00:00:00";"Standard Class";3;"On Time"
1832;2;"Late delivery";1;"Corporate";"Europe";"Ingolstadt";"Alemania";"2025-08-21 00:00:00";1;99.98999786;"8.180000305";"Western Europe";"2025-08-23 00:00:00";"First Class";2;"Delayed"
1833;2;"Late delivery";1;"Consumer";"Africa";"Botshabelo";"SudAfrica";"2024-12-24 00:00:00";1;399.980011;"102.0500031";"Southern Africa";"2024-12-26 00:00:00";"First Class";2;"Delayed"
1834;5;"Late delivery";1;"Consumer";"LATAM";"Victoria";"México";"2023-05-21 00:00:00";1;399.980011;"101.9100037";"Central America";"2023-05-26 00:00:00";"Standard Class";5;"Delayed"
1835;2;"Advance shipping";0;"Consumer";"Pacific Asia";"Mount Isa";"Australia";"2024-03-24 00:00:00";1;199.9900055;"-270.5899963";"Oceania";"2024-03-26 00:00:00";"Standard Class";2;"Delayed"
1836;4;"Shipping on time";0;"Corporate";"LATAM";"San Nicolás de los Arroyos";"Argentina";"2025-03-13 00:00:00";2;99.95999908;"-1.210000038";"South America";"2025-03-17 00:00:00";"Standard Class";4;"On Time"
1837;4;"Shipping on time";0;"Consumer";"Europe";"Lviv";"Ucrania";"2024-10-17 00:00:00";2;63.97999954;"1.070000052";"Eastern Europe";"2024-10-21 00:00:00";"Standard Class";4;"On Time"
1838;2;"Advance shipping";0;"Home Office";"Pacific Asia";"Brisbane";"Australia";"2024-02-14 00:00:00";1;199.9900055;"17.60000038";"Oceania";"2024-02-16 00:00:00";"Standard Class";2;"On Time"
1839;5;"Late delivery";1;"Home Office";"USCA";"Wausau";"Estados Unidos";"2024-06-11 00:00:00";1;299.980011;"70.19999695";"US Center ";"2024-06-16 00:00:00";"Second Class";5;"Delayed"
1840;3;"Advance shipping";0;"Consumer";"USCA";"Omaha";"Estados Unidos";"2024-07-18 00:00:00";4;199.9199982;"-342.8599854";"US Center ";"2024-07-21 00:00:00";"Standard Class";3;"Delayed"
1841;4;"Shipping on time";0;"Consumer";"LATAM";"San Pedro Sula";"Honduras";"2023-02-05 00:00:00";1;299.980011;"14.51000023";"Central America";"2023-02-09 00:00:00";"Standard Class";4;"On Time"
1842;3;"Advance shipping";0;"Home Office";"Africa";"Cairo";"Egipto";"2024-09-01 00:00:00";1;59.99000168;"2.519999981";"North Africa";"2024-09-04 00:00:00";"Standard Class";3;"On Time"
1843;2;"Late delivery";1;"Corporate";"Pacific Asia";"Khorramshahr";"Irán";"2024-09-08 00:00:00";1;399.980011;"66.51999664";"South Asia";"2024-09-10 00:00:00";"First Class";2;"On Time"
1844;3;"Advance shipping";0;"Home Office";"LATAM";"Santa Cruz de la Sierra";"Bolivia";"2025-05-06 00:00:00";5;250.0;"74.25";"South America";"2025-05-09 00:00:00";"Standard Class";3;"On Time"
1845;5;"Late delivery";1;"Corporate";"Europe";"Florence";"Italia";"2025-10-15 00:00:00";1;452.0400085;"-328.0299988";"Southern Europe";"2025-10-20 00:00:00";"Standard Class";5;"On Time"
1846;5;"Late delivery";1;"Corporate";"Africa";"Dar es Salaam";"Tanzania";"2024-11-20 00:00:00";1;399.980011;"24.89999962";"East Africa";"2024-11-25 00:00:00";"Standard Class";5;"Delayed"
1847;3;"Advance shipping";0;"Consumer";"Europe";"Lugansk";"Ucrania";"2024-12-27 00:00:00";5;249.8999939;"68.5699997";"Eastern Europe";"2024-12-30 00:00:00";"Standard Class";3;"Delayed"
1848;0;"Shipping on time";0;"Corporate";"Europe";"Cottbus";"Alemania";"2025-11-04 00:00:00";1;461.480011;"117.75";"Western Europe";"2025-11-04 00:00:00";"Same Day";0;"On Time"
1849;6;"Late delivery";1;"Consumer";"Pacific Asia";"Kwinana";"Australia";"2023-10-28 00:00:00";1;39.99000168;"-32.65000153";"Oceania";"2023-11-03 00:00:00";"Standard Class";6;"On Time"
1850;5;"Late delivery";1;"Consumer";"USCA";"Seattle";"Estados Unidos";"2024-05-12 00:00:00";1;399.980011;"-618.7700195";"West of USA ";"2024-05-17 00:00:00";"Second Class";5;"On Time"
1851;4;"Late delivery";1;"Corporate";"LATAM";"Hermosillo";"México";"2023-03-13 00:00:00";1;129.9900055;"7.550000191";"Central America";"2023-03-17 00:00:00";"Second Class";4;"Delayed"
1852;6;"Late delivery";1;"Consumer";"LATAM";"Villa Nueva";"Guatemala";"2025-05-12 00:00:00";2;99.95999908;"26.87000084";"Central America";"2025-05-18 00:00:00";"Second Class";6;"Delayed"
1853;1;"Late delivery";1;"Home Office";"Pacific Asia";"Kendari";"Indonesia";"2024-03-09 00:00:00";1;129.9900055;"-8.770000458";"Southeast Asia";"2024-03-10 00:00:00";"Same Day";1;"On Time"
1854;2;"Shipping canceled";0;"Consumer";"Europe";"Estocolmo";"Suecia";"2025-07-02 00:00:00";1;199.9900055;"75.19999695";"Northern Europe";"2025-07-04 00:00:00";"Standard Class";2;"On Time"
1855;5;"Late delivery";1;"Home Office";"Europe";"Toulouse";"Francia";"2025-07-20 00:00:00";1;49.97999954;"14.51000023";"Western Europe";"2025-07-25 00:00:00";"Standard Class";5;"Delayed"
1856;2;"Late delivery";1;"Corporate";"Pacific Asia";"Kanpur";"India";"2024-01-08 00:00:00";3;150.0;"30";"South Asia";"2024-01-10 00:00:00";"First Class";2;"Delayed"
1857;6;"Late delivery";1;"Corporate";"Pacific Asia";"Gold Coast";"Australia";"2023-12-30 00:00:00";1;299.980011;"24.89999962";"Oceania";"2024-01-05 00:00:00";"Second Class";6;"Delayed"
1858;5;"Late delivery";1;"Home Office";"Pacific Asia";"Semarang";"Indonesia";"2024-01-27 00:00:00";1;299.980011;"-57.59999847";"Southeast Asia";"2024-02-01 00:00:00";"Standard Class";5;"Delayed"
1859;3;"Advance shipping";0;"Corporate";"Africa";"Lagos";"Nigeria";"2024-09-21 00:00:00";1;399.980011;"49.5";"West Africa";"2024-09-24 00:00:00";"Standard Class";3;"Delayed"
1860;4;"Late delivery";1;"Corporate";"Europe";"Pforzheim";"Alemania";"2023-06-09 00:00:00";1;299.980011;"-60.70000076";"Western Europe";"2023-06-13 00:00:00";"Second Class";4;"Delayed"
1861;2;"Shipping on time";0;"Corporate";"Europe";"La Rochelle";"Francia";"2025-09-19 00:00:00";2;119.9800034;"19.20000076";"Western Europe";"2025-09-21 00:00:00";"Second Class";2;"Delayed"
1862;6;"Late delivery";1;"Home Office";"LATAM";"San Salvador";"El Salvador";"2023-03-18 00:00:00";3;179.9700012;"-135.2799988";"Central America";"2023-03-24 00:00:00";"Second Class";6;"Delayed"
1863;4;"Shipping on time";0;"Consumer";"LATAM";"Novo Gama";"Brasil";"2025-04-29 00:00:00";5;299.9500122;"-73.97000122";"South America";"2025-05-03 00:00:00";"Standard Class";4;"On Time"
1864;2;"Advance shipping";0;"Corporate";"Africa";"Kigali";"Ruanda";"2025-01-15 00:00:00";1;299.980011;"74.09999847";"East Africa";"2025-01-17 00:00:00";"Standard Class";2;"On Time"
1865;4;"Late delivery";1;"Consumer";"Pacific Asia";"Brisbane";"Australia";"2026-01-25 00:00:00";1;39.75;"9.699999809";"Oceania";"2026-01-29 00:00:00";"Second Class";4;"Delayed"
1866;2;"Advance shipping";0;"Corporate";"Pacific Asia";"Bagdad";"Irak";"2024-08-31 00:00:00";1;59.99000168;"-7.329999924";"West Asia";"2024-09-02 00:00:00";"Standard Class";2;"Delayed"
1867;6;"Late delivery";1;"Corporate";"LATAM";"Chinautla";"Guatemala";"2023-02-01 00:00:00";2;119.9800034;"50.22000122";"Central America";"2023-02-07 00:00:00";"Standard Class";6;"Delayed"
1868;5;"Late delivery";1;"Home Office";"LATAM";"Gonaïves";"Haití";"2025-02-16 00:00:00";1;199.9900055;"94";"Caribbean";"2025-02-21 00:00:00";"Standard Class";5;"Delayed"
1869;6;"Late delivery";1;"Home Office";"USCA";"Miami";"Estados Unidos";"2024-08-05 00:00:00";1;299.980011;"136.4900055";"South of  USA ";"2024-08-11 00:00:00";"Standard Class";6;"Delayed"
1870;6;"Late delivery";1;"Home Office";"Pacific Asia";"Kathmandu";"Nepal";"2024-02-25 00:00:00";1;199.9900055;"41.75999832";"South Asia";"2024-03-02 00:00:00";"Standard Class";6;"Delayed"
1871;2;"Late delivery";1;"Consumer";"Europe";"Saint-Chamond";"Francia";"2025-08-19 00:00:00";4;159.9600067;"-87.94000244";"Western Europe";"2025-08-21 00:00:00";"First Class";2;"Delayed"
1872;6;"Late delivery";1;"Consumer";"Europe";"Alicante";"España";"2023-06-28 00:00:00";4;239.9600067;"-173.8999939";"Southern Europe";"2023-07-04 00:00:00";"Second Class";6;"Delayed"
1873;3;"Late delivery";1;"Corporate";"Pacific Asia";"Bishkek";"Kirguistán";"2024-11-10 00:00:00";1;299.980011;"19.12000084";"Central Asia";"2024-11-13 00:00:00";"Second Class";3;"Delayed"
1874;1;"Late delivery";1;"Home Office";"Pacific Asia";"Mezitli";"Turquía";"2024-08-27 00:00:00";2;119.9800034;"29.15999985";"West Asia";"2024-08-28 00:00:00";"Same Day";1;"On Time"
1875;2;"Late delivery";1;"Home Office";"LATAM";"San Pedro Sula";"Honduras";"2023-05-06 00:00:00";1;50.0;"-0.660000026";"Central America";"2023-05-08 00:00:00";"First Class";2;"Delayed"
1876;5;"Late delivery";1;"Corporate";"USCA";"Columbus";"Estados Unidos";"2024-06-03 00:00:00";2;49.97999954;"1.120000005";"South of  USA ";"2024-06-08 00:00:00";"Standard Class";5;"Delayed"
1877;2;"Late delivery";1;"Consumer";"USCA";"Mesa";"Estados Unidos";"2024-07-25 00:00:00";2;99.95999908;"41.77999878";"West of USA ";"2024-07-27 00:00:00";"First Class";2;"Delayed"
1878;6;"Late delivery";1;"Consumer";"USCA";"New York City";"Estados Unidos";"2024-06-16 00:00:00";4;159.9600067;"40.75999832";"East of USA";"2024-06-22 00:00:00";"Standard Class";6;"Delayed"
1879;3;"Advance shipping";0;"Home Office";"LATAM";"Puebla";"México";"2025-04-12 00:00:00";1;399.980011;"-252.1100006";"Central America";"2025-04-15 00:00:00";"Standard Class";3;"Delayed"
1880;4;"Late delivery";1;"Corporate";"USCA";"Greenville";"Estados Unidos";"2024-06-18 00:00:00";4;99.95999908;"-19.51000023";"South of  USA ";"2024-06-22 00:00:00";"Second Class";4;"Delayed"
1881;4;"Shipping on time";0;"Corporate";"LATAM";"Tegucigalpa";"Honduras";"2023-01-08 00:00:00";1;99.98999786;"13.60000038";"Central America";"2023-01-12 00:00:00";"Standard Class";4;"On Time"
1882;5;"Late delivery";1;"Corporate";"Europe";"Paris";"Francia";"2025-07-06 00:00:00";1;129.9900055;"19.79000092";"Western Europe";"2025-07-11 00:00:00";"Standard Class";5;"On Time"
1883;2;"Shipping on time";0;"Corporate";"Europe";"Madrid";"España";"2025-09-21 00:00:00";2;99.95999908;"26.28000069";"Southern Europe";"2025-09-23 00:00:00";"Second Class";2;"Delayed"
1884;4;"Shipping on time";0;"Consumer";"LATAM";"Baní";"República Dominicana";"2025-01-29 00:00:00";1;399.980011;"-287.3200073";"Caribbean";"2025-02-02 00:00:00";"Standard Class";4;"Delayed"
1885;1;"Late delivery";1;"Corporate";"LATAM";"Tianguá";"Brasil";"2025-02-18 00:00:00";1;199.9900055;"-77.59999847";"South America";"2025-02-19 00:00:00";"Same Day";1;"Delayed"
1886;6;"Shipping canceled";0;"Corporate";"Europe";"Vannes";"Francia";"2023-08-10 00:00:00";3;150.0;"0";"Western Europe";"2023-08-16 00:00:00";"Standard Class";6;"On Time"
1887;2;"Advance shipping";0;"Consumer";"Pacific Asia";"Cairns";"Australia";"2024-03-10 00:00:00";5;249.8999939;"-148.6900024";"Oceania";"2024-03-12 00:00:00";"Standard Class";2;"Delayed"
1888;5;"Late delivery";1;"Corporate";"LATAM";"Apodaca";"México";"2023-05-25 00:00:00";1;199.9900055;"83.72000122";"Central America";"2023-05-30 00:00:00";"Standard Class";5;"Delayed"
1889;5;"Late delivery";1;"Corporate";"Europe";"Levallois-Perret";"Francia";"2025-08-30 00:00:00";3;149.9400024;"15.36999989";"Western Europe";"2025-09-04 00:00:00";"Standard Class";5;"Delayed"
1890;2;"Late delivery";1;"Consumer";"Europe";"Reutlingen";"Alemania";"2025-09-10 00:00:00";1;199.9900055;"81.59999847";"Western Europe";"2025-09-12 00:00:00";"First Class";2;"Delayed"
1891;1;"Late delivery";1;"Consumer";"USCA";"Philadelphia";"Estados Unidos";"2024-04-13 00:00:00";1;399.980011;"25.5";"East of USA";"2024-04-14 00:00:00";"Same Day";1;"Delayed"
1892;2;"Advance shipping";0;"Home Office";"LATAM";"Francisco Beltrão";"Brasil";"2023-01-29 00:00:00";4;199.9199982;"79.87000275";"South America";"2023-01-31 00:00:00";"Standard Class";2;"Delayed"
1893;2;"Advance shipping";0;"Home Office";"Pacific Asia";"Yakarta";"Indonesia";"2023-11-24 00:00:00";1;299.980011;"79.37000275";"Southeast Asia";"2023-11-26 00:00:00";"Standard Class";2;"On Time"
1894;2;"Advance shipping";0;"Consumer";"Pacific Asia";"Manila";"Filipinas";"2023-11-02 00:00:00";4;399.9599915;"137.75";"Southeast Asia";"2023-11-04 00:00:00";"Standard Class";2;"On Time"
1895;0;"Shipping on time";0;"Consumer";"LATAM";"Morelia";"México";"2023-03-06 00:00:00";4;159.9600067;"20";"Central America";"2023-03-06 00:00:00";"Same Day";0;"On Time"
1896;5;"Late delivery";1;"Consumer";"LATAM";"Sinop";"Brasil";"2025-05-10 00:00:00";2;179.9799957;"55.43000031";"South America";"2025-05-15 00:00:00";"Standard Class";5;"On Time"
1897;2;"Late delivery";1;"Consumer";"Europe";"Nottingham";"Reino Unido";"2025-09-25 00:00:00";1;299.980011;"33.22000122";"Northern Europe";"2025-09-27 00:00:00";"First Class";2;"Delayed"
1898;5;"Late delivery";1;"Consumer";"USCA";"Salt Lake City";"Estados Unidos";"2024-07-25 00:00:00";1;129.9900055;"5.199999809";"West of USA ";"2024-07-30 00:00:00";"Standard Class";5;"On Time"
1899;2;"Late delivery";1;"Home Office";"Pacific Asia";"Samarinda";"Indonesia";"2024-03-05 00:00:00";3;150.0;"14.69999981";"Southeast Asia";"2024-03-07 00:00:00";"First Class";2;"Delayed"
1900;4;"Shipping on time";0;"Consumer";"USCA";"Los Angeles";"Estados Unidos";"2024-07-18 00:00:00";5;199.9499969;"78";"West of USA ";"2024-07-22 00:00:00";"Standard Class";4;"On Time"
1901;2;"Late delivery";1;"Home Office";"LATAM";"San Salvador";"El Salvador";"2023-04-30 00:00:00";1;129.9900055;"59.24000168";"Central America";"2023-05-02 00:00:00";"First Class";2;"Delayed"
1902;5;"Late delivery";1;"Home Office";"Europe";"Carvin";"Francia";"2023-09-21 00:00:00";4;239.9600067;"85.66999817";"Western Europe";"2023-09-26 00:00:00";"Standard Class";5;"On Time"
1903;1;"Late delivery";1;"Consumer";"LATAM";"Orizaba";"México";"2023-02-10 00:00:00";5;249.8999939;"118.6999969";"Central America";"2023-02-11 00:00:00";"Same Day";1;"Delayed"
1904;2;"Late delivery";1;"Home Office";"Pacific Asia";"Manila";"Filipinas";"2023-12-04 00:00:00";1;129.9900055;"18.22999954";"Southeast Asia";"2023-12-06 00:00:00";"First Class";2;"Delayed"
1905;2;"Advance shipping";0;"Home Office";"LATAM";"Amatitlán";"Guatemala";"2025-05-08 00:00:00";1;129.9900055;"-146.2400055";"Central America";"2025-05-10 00:00:00";"Standard Class";2;"Delayed"
1906;3;"Advance shipping";0;"Home Office";"LATAM";"Zapopan";"México";"2023-03-04 00:00:00";4;239.9600067;"111.1100006";"Central America";"2023-03-07 00:00:00";"Standard Class";3;"On Time"
1907;3;"Late delivery";1;"Home Office";"Europe";"Vorónezh";"Rusia";"2024-11-17 00:00:00";3;149.9400024;"62.66999817";"Eastern Europe";"2024-11-20 00:00:00";"Second Class";3;"Delayed"
1908;0;"Shipping on time";0;"Corporate";"LATAM";"Veracruz";"México";"2023-03-02 00:00:00";1;129.9900055;"6.960000038";"Central America";"2023-03-02 00:00:00";"Same Day";0;"On Time"
1909;2;"Late delivery";1;"Home Office";"Pacific Asia";"Adana";"Turquía";"2025-01-18 00:00:00";5;249.8999939;"5.25";"West Asia";"2025-01-20 00:00:00";"First Class";2;"On Time"
1910;2;"Late delivery";1;"Home Office";"Pacific Asia";"Hyderabad";"Pakistán";"2023-11-28 00:00:00";5;350.0;"168";"South Asia";"2023-11-30 00:00:00";"First Class";2;"Delayed"
1911;6;"Late delivery";1;"Corporate";"USCA";"Seattle";"Estados Unidos";"2024-05-02 00:00:00";1;59.99000168;"19.79999924";"West of USA ";"2024-05-08 00:00:00";"Second Class";6;"Delayed"
1912;2;"Late delivery";1;"Consumer";"Pacific Asia";"Jiangmen";"China";"2023-11-28 00:00:00";4;179.9600067;"21.26000023";"Eastern Asia";"2023-11-30 00:00:00";"First Class";2;"Delayed"
1913;6;"Late delivery";1;"Consumer";"Pacific Asia";"Jilin";"China";"2023-11-30 00:00:00";1;399.980011;"118.3099976";"Eastern Asia";"2023-12-06 00:00:00";"Standard Class";6;"Delayed"
1914;6;"Shipping canceled";0;"Corporate";"USCA";"Springfield";"Estados Unidos";"2024-04-30 00:00:00";1;34.99000168;"2.150000095";"West of USA ";"2024-05-06 00:00:00";"Standard Class";6;"On Time"
1915;5;"Late delivery";1;"Consumer";"LATAM";"Culiacán";"México";"2025-03-27 00:00:00";3;179.9700012;"58.58000183";"Central America";"2025-04-01 00:00:00";"Standard Class";5;"On Time"
1916;2;"Late delivery";1;"Corporate";"LATAM";"Lagos de Moreno";"México";"2025-04-06 00:00:00";1;299.980011;"-16.07999992";"Central America";"2025-04-08 00:00:00";"First Class";2;"Delayed"
1917;6;"Late delivery";1;"Home Office";"Europe";"Regensburg";"Alemania";"2023-09-13 00:00:00";3;179.9700012;"-104.5599976";"Western Europe";"2023-09-19 00:00:00";"Standard Class";6;"Delayed"
1918;2;"Late delivery";1;"Consumer";"LATAM";"Tlalnepantla";"México";"2025-02-04 00:00:00";3;74.97000122;"34.54999924";"Central America";"2025-02-06 00:00:00";"First Class";2;"Delayed"
1919;4;"Shipping on time";0;"Home Office";"Europe";"Paris";"Francia";"2023-09-02 00:00:00";3;299.9700012;"95.54000092";"Western Europe";"2023-09-06 00:00:00";"Standard Class";4;"On Time"
1920;3;"Advance shipping";0;"Home Office";"LATAM";"Saltillo";"México";"2025-04-28 00:00:00";4;159.9600067;"-95.01999664";"Central America";"2025-05-01 00:00:00";"Standard Class";3;"On Time"
1921;1;"Late delivery";1;"Consumer";"USCA";"Fort Worth";"Estados Unidos";"2024-06-24 00:00:00";5;199.9499969;"47.02999878";"US Center ";"2024-06-25 00:00:00";"Same Day";1;"Delayed"
1922;4;"Late delivery";1;"Consumer";"Pacific Asia";"Pekín";"China";"2024-01-01 00:00:00";1;59.99000168;"21.60000038";"Eastern Asia";"2024-01-05 00:00:00";"Second Class";4;"Delayed"
1923;2;"Advance shipping";0;"Consumer";"USCA";"Arlington";"Estados Unidos";"2024-04-11 00:00:00";1;129.9900055;"62.41999817";"US Center ";"2024-04-13 00:00:00";"Standard Class";2;"On Time"
1924;6;"Late delivery";1;"Corporate";"Europe";"Valencia";"España";"2025-10-24 00:00:00";1;357.1000061;"100.7399979";"Southern Europe";"2025-10-30 00:00:00";"Second Class";6;"Delayed"
1925;2;"Advance shipping";0;"Corporate";"USCA";"Danville";"Estados Unidos";"2024-06-07 00:00:00";5;124.9499969;"55.09999847";"West of USA ";"2024-06-09 00:00:00";"Standard Class";2;"On Time"
1926;5;"Late delivery";1;"Corporate";"LATAM";"Cuajimalpa";"México";"2025-02-23 00:00:00";1;199.9900055;"68.8199997";"Central America";"2025-02-28 00:00:00";"Standard Class";5;"Delayed"
1927;5;"Late delivery";1;"Consumer";"LATAM";"Tepic";"México";"2023-05-07 00:00:00";1;299.980011;"139.6699982";"Central America";"2023-05-12 00:00:00";"Standard Class";5;"On Time"
1928;5;"Late delivery";1;"Corporate";"Pacific Asia";"Estambul";"Turquía";"2024-12-06 00:00:00";2;31.97999954;"0.889999986";"West Asia";"2024-12-11 00:00:00";"Standard Class";5;"On Time"
1929;4;"Shipping canceled";0;"Consumer";"LATAM";"São Bernardo do Campo";"Brasil";"2023-01-11 00:00:00";4;239.9600067;"53.77999878";"South America";"2023-01-15 00:00:00";"Standard Class";4;"On Time"
1930;2;"Advance shipping";0;"Consumer";"Europe";"Pierrefitte-sur-Seine";"Francia";"2023-06-25 00:00:00";4;200.0;"82.72000122";"Western Europe";"2023-06-27 00:00:00";"Standard Class";2;"On Time"
1931;4;"Late delivery";1;"Consumer";"LATAM";"Valle de La Pascua";"Venezuela";"2023-03-02 00:00:00";1;129.9900055;"-195.4400024";"South America";"2023-03-06 00:00:00";"Second Class";4;"Delayed"
1932;5;"Late delivery";1;"Consumer";"USCA";"San Francisco";"Estados Unidos";"2024-07-11 00:00:00";1;129.9900055;"21.52000046";"West of USA ";"2024-07-16 00:00:00";"Standard Class";5;"On Time"
1933;6;"Late delivery";1;"Consumer";"LATAM";"Santo Domingo";"República Dominicana";"2025-05-22 00:00:00";4;199.9199982;"41.97999954";"Caribbean";"2025-05-28 00:00:00";"Standard Class";6;"On Time"
1934;2;"Late delivery";1;"Corporate";"Pacific Asia";"Geelong";"Australia";"2023-10-26 00:00:00";5;250.0;"17.05999947";"Oceania";"2023-10-28 00:00:00";"First Class";2;"Delayed"
1935;5;"Late delivery";1;"Consumer";"LATAM";"Maringá";"Brasil";"2025-05-01 00:00:00";3;150.0;"-4.670000076";"South America";"2025-05-06 00:00:00";"Standard Class";5;"Delayed"
1936;1;"Late delivery";1;"Consumer";"Pacific Asia";"Astaná";"Kazajistán";"2024-11-04 00:00:00";3;179.9700012;"-107.0800018";"Central Asia";"2024-11-05 00:00:00";"Same Day";1;"On Time"
1937;2;"Late delivery";1;"Home Office";"Europe";"Saint-Michel-sur-Orge";"Francia";"2025-09-27 00:00:00";5;499.9500122;"121.2399979";"Western Europe";"2025-09-29 00:00:00";"First Class";2;"Delayed"
1938;6;"Late delivery";1;"Home Office";"LATAM";"Gonaïves";"Haití";"2025-02-02 00:00:00";1;50.0;"13.22999954";"Caribbean";"2025-02-08 00:00:00";"Standard Class";6;"On Time"
1939;3;"Late delivery";1;"Corporate";"USCA";"Watertown";"Estados Unidos";"2024-05-14 00:00:00";1;49.97999954;"-32.20000076";"East of USA";"2024-05-17 00:00:00";"Second Class";3;"On Time"
1940;2;"Shipping on time";0;"Home Office";"LATAM";"Córdoba";"México";"2025-05-05 00:00:00";5;250.0;"109.2799988";"Central America";"2025-05-07 00:00:00";"Second Class";2;"Delayed"
1941;2;"Late delivery";1;"Home Office";"USCA";"Philadelphia";"Estados Unidos";"2024-05-15 00:00:00";1;50.0;"23.76000023";"East of USA";"2024-05-17 00:00:00";"First Class";2;"Delayed"
1942;6;"Late delivery";1;"Consumer";"Pacific Asia";"Tangshan";"China";"2024-02-04 00:00:00";1;299.980011;"117.5899963";"Eastern Asia";"2024-02-10 00:00:00";"Second Class";6;"Delayed"
1943;5;"Late delivery";1;"Corporate";"Europe";"Hanover";"Alemania";"2025-09-28 00:00:00";1;129.9900055;"6.369999886";"Western Europe";"2025-10-03 00:00:00";"Second Class";5;"Delayed"
1944;3;"Late delivery";1;"Home Office";"LATAM";"Juárez";"México";"2025-02-24 00:00:00";1;399.980011;"-72.04000092";"Central America";"2025-02-27 00:00:00";"Second Class";3;"Delayed"
1945;3;"Late delivery";1;"Home Office";"Europe";"Helsinki";"Finlandia";"2025-08-27 00:00:00";5;299.9500122;"86.12000275";"Northern Europe";"2025-08-30 00:00:00";"Second Class";3;"Delayed"
1946;4;"Late delivery";1;"Consumer";"Europe";"Rueil-Malmaison";"Francia";"2025-09-23 00:00:00";2;119.9800034;"28.87999916";"Western Europe";"2025-09-27 00:00:00";"Second Class";4;"Delayed"
1947;3;"Advance shipping";0;"Home Office";"Europe";"Bologna";"Italia";"2025-11-05 00:00:00";1;461.480011;"135.6799927";"Southern Europe";"2025-11-08 00:00:00";"Standard Class";3;"On Time"
1948;2;"Advance shipping";0;"Home Office";"Europe";"Drammen";"Noruega";"2025-07-17 00:00:00";4;399.9599915;"121.9599991";"Northern Europe";"2025-07-19 00:00:00";"Standard Class";2;"Delayed"
1949;5;"Late delivery";1;"Consumer";"Europe";"Oviedo";"España";"2023-09-19 00:00:00";1;129.9900055;"6.550000191";"Southern Europe";"2023-09-24 00:00:00";"Second Class";5;"Delayed"
1950;6;"Late delivery";1;"Consumer";"Pacific Asia";"Baotou";"China";"2024-02-20 00:00:00";1;399.980011;"154.1499939";"Eastern Asia";"2024-02-26 00:00:00";"Standard Class";6;"On Time"
1951;2;"Advance shipping";0;"Consumer";"Africa";"Harare";"Zimbabue";"2024-10-02 00:00:00";2;99.95999908;"-55.34000015";"East Africa";"2024-10-04 00:00:00";"Standard Class";2;"On Time"
1952;2;"Late delivery";1;"Consumer";"Europe";"Glasgow";"Reino Unido";"2025-10-24 00:00:00";1;357.1000061;"32.27999878";"Northern Europe";"2025-10-26 00:00:00";"First Class";2;"Delayed"
1953;5;"Late delivery";1;"Consumer";"USCA";"Portland";"Estados Unidos";"2024-07-26 00:00:00";1;399.980011;"91.83999634";"West of USA ";"2024-07-31 00:00:00";"Second Class";5;"Delayed"
1954;4;"Shipping on time";0;"Consumer";"Europe";"Gap";"Francia";"2025-09-28 00:00:00";1;399.980011;"99.59999847";"Western Europe";"2025-10-02 00:00:00";"Standard Class";4;"Delayed"
1955;2;"Late delivery";1;"Home Office";"USCA";"New York City";"Estados Unidos";"2024-07-03 00:00:00";5;199.9499969;"48.59000015";"East of USA";"2024-07-05 00:00:00";"First Class";2;"Delayed"
1956;0;"Shipping on time";0;"Home Office";"Europe";"Mazyr";"Bielorrusia";"2024-11-29 00:00:00";1;39.99000168;"-3.640000105";"Eastern Europe";"2024-11-29 00:00:00";"Same Day";0;"Delayed"
1957;6;"Late delivery";1;"Corporate";"Europe";"Nottingham";"Reino Unido";"2023-06-26 00:00:00";1;399.980011;"108.2300034";"Northern Europe";"2023-07-02 00:00:00";"Standard Class";6;"Delayed"
1958;2;"Shipping on time";0;"Consumer";"USCA";"Springfield";"Estados Unidos";"2024-07-26 00:00:00";1;49.97999954;"11.69999981";"South of  USA ";"2024-07-28 00:00:00";"Second Class";2;"Delayed"
1959;6;"Late delivery";1;"Corporate";"Europe";"Innsbruck";"Austria";"2023-10-21 00:00:00";3;150.0;"15";"Western Europe";"2023-10-27 00:00:00";"Standard Class";6;"On Time"
1960;4;"Shipping on time";0;"Home Office";"Pacific Asia";"Estambul";"Turquía";"2024-10-08 00:00:00";1;199.9900055;"66.05999756";"West Asia";"2024-10-12 00:00:00";"Standard Class";4;"Delayed"
